N,p_m,p_c,trn_size,iteration,generation,best_fitness,avg_fitness
100,0.05,0.02,20,4,290,-99.3846820423443,-199.60614718415505
100,0.05,0.02,20,4,291,-135.69463863518345,-225.63794365927126
100,0.05,0.02,20,4,292,-126.8187996428785,-223.0858144289844
100,0.05,0.02,20,4,293,-143.84669896727925,-209.56048677848491
100,0.05,0.02,20,4,294,-126.8187996428785,-208.30075744292432
100,0.05,0.02,20,4,295,-132.169905660283,-222.10609467410578
100,0.05,0.02,20,4,296,-133.10405388322278,-211.01523704031715
100,0.05,0.02,20,4,297,-137.53945729601884,-238.40075986299135
100,0.05,0.02,20,4,298,-136.61544808322665,-219.6350760872836
100,0.05,0.02,20,4,299,-131.23851208678758,-227.79983454856378
200,0.05,0.02,20,0,0,-66.30375285612676,-211.5808448610068
200,0.05,0.02,20,0,1,-132.169905660283,-238.9696193088201
200,0.05,0.02,20,0,2,-159.19349550499538,-232.27743791632057
200,0.05,0.02,20,0,3,-125.88027898781785,-219.49916504122584
200,0.05,0.02,20,0,4,-127.75981574503821,-230.70531518070243
200,0.05,0.02,20,0,5,-129.64876634922564,-240.18387546078478
200,0.05,0.02,20,0,6,-63.54101966249684,-199.31706441874434
200,0.05,0.02,20,0,7,-131.23851208678758,-226.17351982512787
200,0.05,0.02,20,0,8,-132.169905660283,-207.21769806290158
200,0.05,0.02,20,0,9,-127.75981574503821,-237.32656930119097
200,0.05,0.02,20,0,10,-127.75981574503821,-218.60168703557912
200,0.05,0.02,20,0,11,-126.8187996428785,-225.375932724885
200,0.05,0.02,20,0,12,-131.23851208678758,-221.20431899663595
200,0.05,0.02,20,0,13,-115.6951674225463,-213.36342060095456
200,0.05,0.02,20,0,14,-137.53945729601884,-225.22293586657122
200,0.05,0.02,20,0,15,-94.14748010928824,-226.47438502258368
200,0.05,0.02,20,0,16,-169.24428900898053,-234.17941182224314
200,0.05,0.02,20,0,17,-125.88027898781785,-228.08715501878652
200,0.05,0.02,20,0,18,-128.70318264754368,-218.53224710174226
200,0.05,0.02,20,0,19,-55.4138126514911,-205.3834136154289
200,0.05,0.02,20,0,20,-132.169905660283,-227.34593592429763
200,0.05,0.02,20,0,21,-128.70318264754368,-231.65386151189398
200,0.05,0.02,20,0,22,-125.88027898781785,-219.81244672440837
200,0.05,0.02,20,0,23,-128.46262762420145,-232.15008746864143
200,0.05,0.02,20,0,24,-127.75981574503821,-226.0943035390801
200,0.05,0.02,20,0,25,-107.05948168962618,-232.76546117826337
200,0.05,0.02,20,0,26,-106.10960958218894,-217.45609475012827
200,0.05,0.02,20,0,27,-122.43416490252568,-223.3745327399434
200,0.05,0.02,20,0,28,11.83772233983162,-198.56628725099978
200,0.05,0.02,20,0,29,-127.75981574503821,-227.27614011242468
200,0.05,0.02,20,0,30,-104.24428900898053,-217.42243237480164
200,0.05,0.02,20,0,31,-133.10405388322278,-229.4667337290865
200,0.05,0.02,20,0,32,-113.32435804486894,-219.64037963651745
200,0.05,0.02,20,0,33,-90.26164427839478,-236.3469949891274
200,0.05,0.02,20,0,34,-134.0407993409569,-221.9156074574752
200,0.05,0.02,20,0,35,-171.0,-234.97796478656622
200,0.05,0.02,20,0,36,-57.38826948140329,-223.22451210019423
200,0.05,0.02,20,0,37,-135.69463863518345,-224.58193827529328
200,0.05,0.02,20,0,38,-126.8187996428785,-221.86498160231645
200,0.05,0.02,20,0,39,-57.38826948140329,-201.960759175559
200,0.05,0.02,20,0,40,-99.3846820423443,-212.86467415142772
200,0.05,0.02,20,0,41,-125.88027898781785,-217.1060400801685
200,0.05,0.02,20,0,42,-66.30375285612676,-219.40327822362823
200,0.05,0.02,20,0,43,-58.37663853655727,-218.97467793748558
200,0.05,0.02,20,0,44,-136.61544808322665,-237.47010441896052
200,0.05,0.02,20,0,45,-58.37663853655727,-225.48416205262475
200,0.05,0.02,20,0,46,-75.39823785126467,-220.41428092707912
200,0.05,0.02,20,0,47,-124.94441010848846,-216.9874968936173
200,0.05,0.02,20,0,48,-124.33558553417603,-230.3451803336975
200,0.05,0.02,20,0,49,-126.8187996428785,-220.69881648883836
200,0.05,0.02,20,0,50,-89.91102314577124,-214.34792510750816
200,0.05,0.02,20,0,51,-162.80151512977633,-234.53555243332445
200,0.05,0.02,20,0,52,-106.57252408878007,-229.82313826563984
200,0.05,0.02,20,0,53,-115.6951674225463,-212.13147754342808
200,0.05,0.02,20,0,54,-135.69463863518345,-220.37781140391544
200,0.05,0.02,20,0,55,-113.32435804486894,-220.15410230491193
200,0.05,0.02,20,0,56,-127.75981574503821,-216.07420281359043
200,0.05,0.02,20,0,57,-130.59644256269408,-226.76545561747145
200,0.05,0.02,20,0,58,-122.43416490252568,-220.08760957029833
200,0.05,0.02,20,0,59,-132.169905660283,-216.0730691279563
200,0.05,0.02,20,0,60,-136.61544808322665,-226.85770207534875
200,0.05,0.02,20,0,61,-108.96589587396122,-218.61322757100498
200,0.05,0.02,20,0,62,-96.09772228646443,-213.18265997659594
200,0.05,0.02,20,0,63,-63.3275357934736,-232.16372136820493
200,0.05,0.02,20,0,64,-137.53945729601884,-238.96357818310346
200,0.05,0.02,20,0,65,-116.17358552246078,-214.70154982700603
200,0.05,0.02,20,0,66,-127.75981574503821,-227.92966361901196
200,0.05,0.02,20,0,67,-127.75981574503821,-224.7101605664463
200,0.05,0.02,20,0,68,-127.75981574503821,-232.33093566421508
200,0.05,0.02,20,0,69,-132.169905660283,-222.89057355154716
200,0.05,0.02,20,0,70,-124.01136216933077,-219.96846914889903
200,0.05,0.02,20,0,71,-121.51548460377916,-214.58299399027987
200,0.05,0.02,20,0,72,-131.23851208678758,-224.16635467083145
200,0.05,0.02,20,0,73,-167.3259018078045,-216.15896137468943
200,0.05,0.02,20,0,74,-126.8187996428785,-207.30686057855652
200,0.05,0.02,20,0,75,-116.17358552246078,-219.45852345117277
200,0.05,0.02,20,0,76,-130.31004303683676,-234.76563429743908
200,0.05,0.02,20,0,77,-90.26164427839478,-215.3728924008956
200,0.05,0.02,20,0,78,-127.75981574503821,-224.53468347154913
200,0.05,0.02,20,0,79,-128.70318264754368,-224.1465334676294
200,0.05,0.02,20,0,80,-127.75981574503821,-220.66152864428247
200,0.05,0.02,20,0,81,-133.10405388322278,-232.28876443534568
200,0.05,0.02,20,0,82,-114.72926703662543,-233.9851129407682
200,0.05,0.02,20,0,83,-144.76946855251722,-226.00786447971487
200,0.05,0.02,20,0,84,-131.23851208678758,-217.4266076890729
200,0.05,0.02,20,0,85,-149.29446918070022,-248.46829814821027
200,0.05,0.02,20,0,86,-75.39823785126467,-220.85812576291045
200,0.05,0.02,20,0,87,-137.53945729601884,-236.5262877469439
200,0.05,0.02,20,0,88,-134.0407993409569,-232.7273303867427
200,0.05,0.02,20,0,89,-132.169905660283,-223.23430168091704
200,0.05,0.02,20,0,90,-167.3259018078045,-227.83074411553986
200,0.05,0.02,20,0,91,-135.69463863518345,-232.16434290697075
200,0.05,0.02,20,0,92,-65.31128874149275,-217.9547935445761
200,0.05,0.02,20,0,93,-160.99019513592785,-222.69089096434374
200,0.05,0.02,20,0,94,-137.53945729601884,-218.57058660294857
200,0.05,0.02,20,0,95,-72.42640687119285,-224.0200830207036
200,0.05,0.02,20,0,96,-128.70318264754368,-216.15978158848665
200,0.05,0.02,20,0,97,-129.64876634922564,-224.12466237651444
200,0.05,0.02,20,0,98,-128.46262762420145,-226.61238544030536
200,0.05,0.02,20,0,99,-115.22167621838005,-213.9961617276572
200,0.05,0.02,20,0,100,-107.05948168962618,-227.6222874428856
200,0.05,0.02,20,0,101,-125.88027898781785,-226.99580747469113
200,0.05,0.02,20,0,102,-129.64876634922564,-226.94132504812748
200,0.05,0.02,20,0,103,-126.8187996428785,-233.96249185126644
200,0.05,0.02,20,0,104,-127.75981574503821,-231.54539672710143
200,0.05,0.02,20,0,105,-136.61544808322665,-219.91211011276408
200,0.05,0.02,20,0,106,-136.19691004531023,-223.53276939500734
200,0.05,0.02,20,0,107,-114.72926703662543,-221.2186179799386
200,0.05,0.02,20,0,108,-135.69463863518345,-218.38203360614116
200,0.05,0.02,20,0,109,-131.23851208678758,-235.48218089957257
200,0.05,0.02,20,0,110,-135.69463863518345,-224.84807795597823
200,0.05,0.02,20,0,111,-132.169905660283,-232.28275466015646
200,0.05,0.02,20,0,112,-133.10405388322278,-219.61208200241717
200,0.05,0.02,20,0,113,-117.63078946776307,-214.39711813093763
200,0.05,0.02,20,0,114,-109.92215489043241,-234.3459016033408
200,0.05,0.02,20,0,115,-131.23851208678758,-233.58099975568786
200,0.05,0.02,20,0,116,-87.95346318982905,-203.34579823124201
200,0.05,0.02,20,0,117,-117.12748667179272,-235.69202806604454
200,0.05,0.02,20,0,118,-115.22167621838005,-229.1809765781828
200,0.05,0.02,20,0,119,-39.86606874731851,-212.03663098969196
200,0.05,0.02,20,0,120,-68.28972164382672,-196.35986167293373
200,0.05,0.02,20,0,121,-130.31004303683676,-233.7517738951478
200,0.05,0.02,20,0,122,-101.32493928760188,-231.78797186307202
200,0.05,0.02,20,0,123,-127.75981574503821,-217.7619415494104
200,0.05,0.02,20,0,124,-134.0407993409569,-214.64202866893527
200,0.05,0.02,20,0,125,-117.12748667179272,-231.92821858461537
200,0.05,0.02,20,0,126,-105.60701700396552,-221.36273422408985
200,0.05,0.02,20,0,127,-133.10405388322278,-220.96088824301285
200,0.05,0.02,20,0,128,-171.88448708429138,-237.10865022257192
200,0.05,0.02,20,0,129,-161.89412298131649,-232.96166128406819
200,0.05,0.02,20,0,130,-130.31004303683676,-212.47863297624954
200,0.05,0.02,20,0,131,-128.70318264754368,-213.2353046068991
200,0.05,0.02,20,0,132,-54.42787793912432,-224.75036254280647
200,0.05,0.02,20,0,133,-122.43416490252568,-230.87335546346225
200,0.05,0.02,20,0,134,-124.01136216933077,-216.64446836811504
200,0.05,0.02,20,0,135,-126.8187996428785,-218.52360429517248
200,0.05,0.02,20,0,136,-131.23851208678758,-227.23902720881952
200,0.05,0.02,20,0,137,-137.53945729601884,-225.3842411152499
200,0.05,0.02,20,0,138,-132.169905660283,-221.90535747579597
200,0.05,0.02,20,0,139,-136.61544808322665,-221.55499629591705
200,0.05,0.02,20,0,140,-64.319206502675,-221.0219196651469
200,0.05,0.02,20,0,141,-108.01162633521314,-218.4459519233418
200,0.05,0.02,20,0,142,-79.55333881989093,-208.53061906448391
200,0.05,0.02,20,0,143,-132.26812023536854,-216.8080848611776
200,0.05,0.02,20,0,144,-126.8187996428785,-231.81620437944457
200,0.05,0.02,20,0,145,-137.53945729601884,-232.3626379806176
200,0.05,0.02,20,0,146,-127.75981574503821,-225.30163186590045
200,0.05,0.02,20,0,147,-119.57105459856902,-218.46653338931827
200,0.05,0.02,20,0,148,-101.32493928760188,-234.99145725995615
200,0.05,0.02,20,0,149,-141.09772228646443,-245.24993575329853
200,0.05,0.02,20,0,150,-120.0,-231.50482223436285
200,0.05,0.02,20,0,151,-105.1621712560464,-221.98075454522
200,0.05,0.02,20,0,152,-136.61544808322665,-226.98754504273413
200,0.05,0.02,20,0,153,-126.8187996428785,-220.7670122662883
200,0.05,0.02,20,0,154,-125.88027898781785,-229.10092869143588
200,0.05,0.02,20,0,155,-116.17358552246078,-236.4374208211488
200,0.05,0.02,20,0,156,-133.10405388322278,-228.73094566190994
200,0.05,0.02,20,0,157,-137.53945729601884,-236.27193038282127
200,0.05,0.02,20,0,158,-128.70318264754368,-216.96149476364934
200,0.05,0.02,20,0,159,-126.8187996428785,-220.71054362523492
200,0.05,0.02,20,0,160,-129.3846820423443,-241.91417364293076
200,0.05,0.02,20,0,161,-101.32493928760188,-223.82308060733573
200,0.05,0.02,20,0,162,-142.92702786528704,-226.25486174558964
200,0.05,0.02,20,0,163,-67.2965719651132,-224.64879241366853
200,0.05,0.02,20,0,164,-124.01136216933077,-224.66568212493308
200,0.05,0.02,20,0,165,-136.61544808322665,-231.00395906706896
200,0.05,0.02,20,0,166,-127.75981574503821,-208.56046339118242
200,0.05,0.02,20,0,167,-81.52956049652737,-216.28541504218813
200,0.05,0.02,20,0,168,-125.88027898781785,-218.307778751968
200,0.05,0.02,20,0,169,-67.2965719651132,-219.97821997691625
200,0.05,0.02,20,0,170,-90.89117562233506,-229.00452228491852
200,0.05,0.02,20,0,171,-88.3275357934736,-231.2796786914571
200,0.05,0.02,20,0,172,-128.70318264754368,-217.5666514029624
200,0.05,0.02,20,0,173,-126.8187996428785,-238.3676323291152
200,0.05,0.02,20,0,174,-127.75981574503821,-228.724289697635
200,0.05,0.02,20,0,175,-131.23851208678758,-243.41876158410847
200,0.05,0.02,20,0,176,-135.69463863518345,-218.9841510684682
200,0.05,0.02,20,0,177,-125.41522986797287,-222.6417198857258
200,0.05,0.02,20,0,178,-126.8187996428785,-231.4723126029764
200,0.05,0.02,20,0,179,-122.43416490252568,-219.01969430320176
200,0.05,0.02,20,0,180,-96.09772228646443,-219.27765400010904
200,0.05,0.02,20,0,181,-132.169905660283,-224.90504716626185
200,0.05,0.02,20,0,182,-66.30375285612676,-231.39018909286042
200,0.05,0.02,20,0,183,-137.53945729601884,-220.87595960150392
200,0.05,0.02,20,0,184,-127.75981574503821,-228.62761110467014
200,0.05,0.02,20,0,185,-133.24954212300622,-230.77105699120355
200,0.05,0.02,20,0,186,-94.56008088970496,-232.4857759035219
200,0.05,0.02,20,0,187,-125.88027898781785,-226.34228686996198
200,0.05,0.02,20,0,188,10.151142198203896,-217.04444513323776
200,0.05,0.02,20,0,189,-128.70318264754368,-224.82873702678154
200,0.05,0.02,20,0,190,-138.46648326421052,-227.4019039043052
200,0.05,0.02,20,0,191,-133.10405388322278,-233.15408029298726
200,0.05,0.02,20,0,192,-133.10405388322278,-226.88447527376238
200,0.05,0.02,20,0,193,-127.75981574503821,-213.57384061581325
200,0.05,0.02,20,0,194,-162.01063709417264,-232.92992840793374
200,0.05,0.02,20,0,195,-127.75981574503821,-227.99497561058
200,0.05,0.02,20,0,196,-105.1621712560464,-227.5109252173628
200,0.05,0.02,20,0,197,-125.88027898781785,-215.06674749501798
200,0.05,0.02,20,0,198,-137.53945729601884,-236.64884434202398
200,0.05,0.02,20,0,199,-133.10405388322278,-234.32384882754977
200,0.05,0.02,20,0,200,-114.27188724235731,-228.80093952010492
200,0.05,0.02,20,0,201,-94.14748010928824,-206.35389034751333
200,0.05,0.02,20,0,202,-131.23851208678758,-231.7416047971867
200,0.05,0.02,20,0,203,-67.2965719651132,-220.26012704145566
200,0.05,0.02,20,0,204,-134.77722635447623,-235.2107091829335
200,0.05,0.02,20,0,205,-128.70318264754368,-223.36455212178964
200,0.05,0.02,20,0,206,-119.04079934095691,-221.7110497530626
200,0.05,0.02,20,0,207,-160.99019513592785,-228.0554418629785
200,0.05,0.02,20,0,208,-126.8187996428785,-233.67026169722888
200,0.05,0.02,20,0,209,2.719890110719482,-212.45324757035806
200,0.05,0.02,20,0,210,-67.2965719651132,-227.07423287195135
200,0.05,0.02,20,0,211,-57.38826948140329,-227.1452267844156
200,0.05,0.02,20,0,212,-128.70318264754368,-230.36010790916728
200,0.05,0.02,20,0,213,-89.91102314577124,-228.68761039055812
200,0.05,0.02,20,0,214,-99.3846820423443,-207.72396923798883
200,0.05,0.02,20,0,215,-119.04079934095691,-218.92894568694638
200,0.05,0.02,20,0,216,-54.42787793912432,-228.66500986184633
200,0.05,0.02,20,0,217,-131.23851208678758,-226.06011552120214
200,0.05,0.02,20,0,218,-130.31004303683676,-209.63832054227063
200,0.05,0.02,20,0,219,-129.3846820423443,-218.52457166697764
200,0.05,0.02,20,0,220,-137.53945729601884,-230.659297350981
200,0.05,0.02,20,0,221,12.78889744907202,-209.15947608759376
200,0.05,0.02,20,0,222,-114.27188724235731,-222.31999142383708
200,0.05,0.02,20,0,223,-103.27007354458868,-227.8952742580564
200,0.05,0.02,20,0,224,-127.75981574503821,-206.37615820080265
200,0.05,0.02,20,0,225,-137.53945729601884,-227.4726807009117
200,0.05,0.02,20,0,226,-128.70318264754368,-223.75099947653882
200,0.05,0.02,20,0,227,-132.169905660283,-232.103984275671
200,0.05,0.02,20,0,228,-66.30375285612676,-208.05317608260663
200,0.05,0.02,20,0,229,-133.10405388322278,-231.69041591876802
200,0.05,0.02,20,0,230,-121.48655719667784,-222.75595847218082
200,0.05,0.02,20,0,231,-115.22167621838005,-217.34150909329736
200,0.05,0.02,20,0,232,-137.53945729601884,-228.08223007213627
200,0.05,0.02,20,0,233,-127.75981574503821,-214.62813547348213
200,0.05,0.02,20,0,234,-115.22167621838005,-231.18715652534667
200,0.05,0.02,20,0,235,-127.75981574503821,-218.8006156520445
200,0.05,0.02,20,0,236,-127.75981574503821,-220.47786652434158
200,0.05,0.02,20,0,237,-67.2965719651132,-228.3521069646448
200,0.05,0.02,20,0,238,-66.30375285612676,-216.49558988323506
200,0.05,0.02,20,0,239,-72.42640687119285,-223.9713281668538
200,0.05,0.02,20,0,240,-105.60701700396552,-226.62005477629208
200,0.05,0.02,20,0,241,-129.64876634922564,-210.24368316409718
200,0.05,0.02,20,0,242,-93.1740662898458,-199.2854924767882
200,0.05,0.02,20,0,243,-131.23851208678758,-216.46556154957364
200,0.05,0.02,20,0,244,-120.54277630799527,-230.73063196613984
200,0.05,0.02,20,0,245,-118.08326112068522,-225.66736462434167
200,0.05,0.02,20,0,246,-131.23851208678758,-241.88724843230935
200,0.05,0.02,20,0,247,-127.75981574503821,-220.79318468684775
200,0.05,0.02,20,0,248,-127.75981574503821,-234.0570484199049
200,0.05,0.02,20,0,249,-129.3846820423443,-235.49385844097327
200,0.05,0.02,20,0,250,-136.61544808322665,-213.0884231849311
200,0.05,0.02,20,0,251,-132.169905660283,-234.65012249042823
200,0.05,0.02,20,0,252,-125.41522986797287,-221.44409561907312
200,0.05,0.02,20,0,253,-133.10405388322278,-226.9444111826806
200,0.05,0.02,20,0,254,-137.53945729601884,-218.6908768806047
200,0.05,0.02,20,0,255,-126.8187996428785,-228.79107996406762
200,0.05,0.02,20,0,256,-79.55333881989093,-213.52594034409233
200,0.05,0.02,20,0,257,-96.48493702538309,-230.44811472662502
200,0.05,0.02,20,0,258,-135.69463863518345,-230.72182540801424
200,0.05,0.02,20,0,259,-132.26812023536854,-215.5638225814884
200,0.05,0.02,20,0,260,-111.84015371452148,-221.56763546639309
200,0.05,0.02,20,0,261,-131.23851208678758,-221.0799906506992
200,0.05,0.02,20,0,262,-101.32493928760188,-225.4410451580275
200,0.05,0.02,20,0,263,-98.05205510693585,-214.4276257038864
200,0.05,0.02,20,0,264,-125.88027898781785,-217.06929754159916
200,0.05,0.02,20,0,265,-121.92301994298867,-211.95117544534446
200,0.05,0.02,20,0,266,-125.88027898781785,-232.9171343378678
200,0.05,0.02,20,0,267,-134.9799959983992,-225.28864460537505
200,0.05,0.02,20,0,268,-127.75981574503821,-216.4705967009621
200,0.05,0.02,20,0,269,-132.169905660283,-229.4302909477434
200,0.05,0.02,20,0,270,-172.77309920783506,-244.4518072599237
200,0.05,0.02,20,0,271,-125.88027898781785,-215.41148406212068
200,0.05,0.02,20,0,272,-126.8187996428785,-232.1052663369098
200,0.05,0.02,20,0,273,-132.169905660283,-216.64972858621383
200,0.05,0.02,20,0,274,-129.64876634922564,-226.08198493766267
200,0.05,0.02,20,0,275,-126.8187996428785,-210.57893575233177
200,0.05,0.02,20,0,276,-136.61544808322665,-225.70558556490582
200,0.05,0.02,20,0,277,-108.01162633521314,-214.1917745686486
200,0.05,0.02,20,0,278,-134.77722635447623,-230.71844893269642
200,0.05,0.02,20,0,279,-127.75981574503821,-229.06175042503273
200,0.05,0.02,20,0,280,-118.08326112068522,-208.67305222268752
200,0.05,0.02,20,0,281,-109.92215489043241,-233.4270112983232
200,0.05,0.02,20,0,282,-193.0,-239.71241686476228
200,0.05,0.02,20,0,283,-131.23851208678758,-231.61283698019827
200,0.05,0.02,20,0,284,-135.21395872616785,-230.022606291089
200,0.05,0.02,20,0,285,-131.23851208678758,-228.67948442962796
200,0.05,0.02,20,0,286,-115.6951674225463,-222.68448272243438
200,0.05,0.02,20,0,287,-126.8187996428785,-227.92135170783513
200,0.05,0.02,20,0,288,-103.68065933568312,-215.41316852419118
200,0.05,0.02,20,0,289,-108.01162633521314,-223.3581276976417
200,0.05,0.02,20,0,290,-128.46262762420145,-219.53944572865163
200,0.05,0.02,20,0,291,-129.64876634922564,-225.1249660601401
200,0.05,0.02,20,0,292,-130.31004303683676,-224.39483183615684
200,0.05,0.02,20,0,293,-122.15447781671598,-226.14309778894443
200,0.05,0.02,20,0,294,-126.8187996428785,-211.65999226895212
200,0.05,0.02,20,0,295,-126.8187996428785,-213.447763834
200,0.05,0.02,20,0,296,-118.08326112068522,-226.1017277181509
200,0.05,0.02,20,0,297,-107.53945729601885,-215.74323676842985
200,0.05,0.02,20,0,298,-136.61544808322665,-218.738742560693
200,0.05,0.02,20,0,299,-133.10405388322278,-225.61039205711793
200,0.05,0.02,20,1,0,-88.3275357934736,-232.44973779930308
200,0.05,0.02,20,1,1,-132.169905660283,-226.95625187910355
200,0.05,0.02,20,1,2,-126.8187996428785,-223.66130129986885
200,0.05,0.02,20,1,3,-135.69463863518345,-223.68916487632697
200,0.05,0.02,20,1,4,-161.89412298131649,-233.46784187993143
200,0.05,0.02,20,1,5,-119.39543120718442,-215.95858389933247
200,0.05,0.02,20,1,6,-131.23851208678758,-220.8614009973187
200,0.05,0.02,20,1,7,-126.8187996428785,-222.1426195952152
200,0.05,0.02,20,1,8,-133.10405388322278,-228.6091209235087
200,0.05,0.02,20,1,9,-122.15447781671598,-233.06519627482925
200,0.05,0.02,20,1,10,-137.53945729601884,-233.08336284603874
200,0.05,0.02,20,1,11,-137.53945729601884,-226.5719343973278
200,0.05,0.02,20,1,12,-132.169905660283,-228.82693367457173
200,0.05,0.02,20,1,13,-134.9799959983992,-232.04424755865645
200,0.05,0.02,20,1,14,-171.32493928760186,-240.3180532226197
200,0.05,0.02,20,1,15,-89.293765408777,-205.96289974590673
200,0.05,0.02,20,1,16,-137.53945729601884,-236.37288201798162
200,0.05,0.02,20,1,17,-126.8187996428785,-233.7552800849481
200,0.05,0.02,20,1,18,-134.9799959983992,-217.9224601541882
200,0.05,0.02,20,1,19,-126.8187996428785,-221.152600023125
200,0.05,0.02,20,1,20,-137.53945729601884,-229.77250630322513
200,0.05,0.02,20,1,21,-126.8187996428785,-235.7815303954736
200,0.05,0.02,20,1,22,-126.8187996428785,-243.34619538829108
200,0.05,0.02,20,1,23,-88.3275357934736,-228.78310315653232
200,0.05,0.02,20,1,24,-132.169905660283,-221.58624619094192
200,0.05,0.02,20,1,25,-134.23149572268392,-228.27080057500282
200,0.05,0.02,20,1,26,-131.23851208678758,-225.5539569504181
200,0.05,0.02,20,1,27,-106.10960958218894,-231.23881211981245
200,0.05,0.02,20,1,28,-127.75981574503821,-217.62276984315537
200,0.05,0.02,20,1,29,-131.23851208678758,-224.91435695042156
200,0.05,0.02,20,1,30,-112.80167361086848,-225.94106807205745
200,0.05,0.02,20,1,31,-68.28972164382672,-221.56464584435628
200,0.05,0.02,20,1,32,-67.2965719651132,-208.38167276213798
200,0.05,0.02,20,1,33,-115.22167621838005,-231.6594932088501
200,0.05,0.02,20,1,34,-120.5411901469428,-222.58957012413654
200,0.05,0.02,20,1,35,-121.48655719667784,-220.53393691194375
200,0.05,0.02,20,1,36,-128.70318264754368,-230.24109757877955
200,0.05,0.02,20,1,37,-140.18849411078003,-224.77193987061193
200,0.05,0.02,20,1,38,-127.75981574503821,-217.73348739254885
200,0.05,0.02,20,1,39,-104.21734310225516,-228.14736103068958
200,0.05,0.02,20,1,40,-125.88027898781785,-220.36772341603512
200,0.05,0.02,20,1,41,-135.69463863518345,-239.45592444697684
200,0.05,0.02,20,1,42,-123.46366392897386,-226.1422957897912
200,0.05,0.02,20,1,43,-128.70318264754368,-214.22737822509487
200,0.05,0.02,20,1,44,-134.0407993409569,-215.0853691224938
200,0.05,0.02,20,1,45,10.151142198203896,-218.89735479457474
200,0.05,0.02,20,1,46,-116.17358552246078,-218.85966404319583
200,0.05,0.02,20,1,47,-68.28972164382672,-234.69648955672264
200,0.05,0.02,20,1,48,-117.12748667179272,-229.676005804786
200,0.05,0.02,20,1,49,-68.28972164382672,-219.2308275720308
200,0.05,0.02,20,1,50,-126.8187996428785,-211.79628441325335
200,0.05,0.02,20,1,51,-128.70318264754368,-222.6151392580619
200,0.05,0.02,20,1,52,-142.01063709417264,-237.27488379453138
200,0.05,0.02,20,1,53,-67.2965719651132,-215.9842292499079
200,0.05,0.02,20,1,54,-126.8187996428785,-225.43236074084157
200,0.05,0.02,20,1,55,-112.37924020083418,-241.6173574618493
200,0.05,0.02,20,1,56,-121.51548460377916,-214.23073456476826
200,0.05,0.02,20,1,57,-67.2965719651132,-200.1210756927845
200,0.05,0.02,20,1,58,-126.8187996428785,-225.58596955807832
200,0.05,0.02,20,1,59,-137.53945729601884,-231.78595152498943
200,0.05,0.02,20,1,60,-127.75981574503821,-219.95746350698616
200,0.05,0.02,20,1,61,-131.23851208678758,-220.3148617125786
200,0.05,0.02,20,1,62,-123.08131845707604,-229.7822665433227
200,0.05,0.02,20,1,63,-136.61544808322665,-232.11088033820047
200,0.05,0.02,20,1,64,-67.2965719651132,-215.88425756618292
200,0.05,0.02,20,1,65,-128.70318264754368,-238.9747285630641
200,0.05,0.02,20,1,66,-127.75981574503821,-217.15377432724435
200,0.05,0.02,20,1,67,-124.01136216933077,-233.5598640349434
200,0.05,0.02,20,1,68,-137.53945729601884,-230.29197375045806
200,0.05,0.02,20,1,69,-128.70318264754368,-220.63857839933436
200,0.05,0.02,20,1,70,-136.61544808322665,-240.6812968932405
200,0.05,0.02,20,1,71,-135.69463863518345,-218.32250455585068
200,0.05,0.02,20,1,72,-120.54277630799527,-227.79526626337906
200,0.05,0.02,20,1,73,-125.88027898781785,-232.43736981510557
200,0.05,0.02,20,1,74,-133.10405388322278,-223.3558665344641
200,0.05,0.02,20,1,75,-78.56604182158392,-217.8989062738227
200,0.05,0.02,20,1,76,-92.20189569201838,-211.4961588287125
200,0.05,0.02,20,1,77,-119.39543120718442,-223.6358872013664
200,0.05,0.02,20,1,78,-137.53945729601884,-218.24459909922848
200,0.05,0.02,20,1,79,-134.9799959983992,-226.87571370251086
200,0.05,0.02,20,1,80,-131.23851208678758,-234.26972603663637
200,0.05,0.02,20,1,81,-86.4005494464026,-219.4544385679338
200,0.05,0.02,20,1,82,-120.54277630799527,-219.27924212323825
200,0.05,0.02,20,1,83,-86.4005494464026,-217.2163837938625
200,0.05,0.02,20,1,84,10.0,-219.21340224053768
200,0.05,0.02,20,1,85,-131.23851208678758,-225.56610961027417
200,0.05,0.02,20,1,86,-133.10405388322278,-227.04804216819713
200,0.05,0.02,20,1,87,-96.09772228646443,-216.1522646339691
200,0.05,0.02,20,1,88,-122.43416490252568,-233.62398632567294
200,0.05,0.02,20,1,89,-161.89412298131649,-227.0807704433989
200,0.05,0.02,20,1,90,-120.54277630799527,-221.0916881145427
200,0.05,0.02,20,1,91,-133.10405388322278,-208.3190661556968
200,0.05,0.02,20,1,92,-101.32493928760188,-225.49497248225657
200,0.05,0.02,20,1,93,-136.19691004531023,-221.52385949807413
200,0.05,0.02,20,1,94,-133.24954212300622,-212.23210849323794
200,0.05,0.02,20,1,95,-136.19691004531023,-247.9533504376555
200,0.05,0.02,20,1,96,-103.27531841800928,-214.85811026363234
200,0.05,0.02,20,1,97,-133.10405388322278,-227.15487645853673
200,0.05,0.02,20,1,98,-66.30375285612676,-230.10336254761603
200,0.05,0.02,20,1,99,-134.23149572268392,-226.8417962521967
200,0.05,0.02,20,1,100,-129.64876634922564,-235.70077606410962
200,0.05,0.02,20,1,101,-127.75981574503821,-209.5781171295717
